AuthorName	TitleName	TagName
Ibsen, Henrik	The lady from the sea	Literatura Universal
Ibsen, Henrik	La dama del mar	Literatura Universal
Iriarte, Tomás de	Fábulas literarias	Literatura Universal
Ibsen, Henrik	Casa de muñecas	Literatura Universal
Ibsen, Henrik	A Doll's House	Literatura Universal
Inclán, Luis G.	Astucia	Literatura Hispanoamericana
Inclán, Luis G.	Astucia	Historia y Novela histórica
